geoid,name,C17002001,"C17002001, Error",C17002002,"C17002002, Error",C17002003,"C17002003, Error",C17002004,"C17002004, Error",C17002005,"C17002005, Error",C17002006,"C17002006, Error",C17002007,"C17002007, Error",C17002008,"C17002008, Error"
05000US18113,"Noble County, IN",46465,176,1510,366,2440,614,1207,373,2285,581,4273,799,1206,305,33544,1146
05000US18115,"Ohio County, IN",5942,2,258,105,271,162,229,166,227,114,583,210,255,149,4119,295
05000US18117,"Orange County, IN",19422,62,1279,491,1296,396,989,304,759,267,1533,352,571,319,12995,667
05000US18119,"Owen County, IN",21048,135,1010,302,1494,620,905,302,1004,406,1838,527,822,375,13975,856
05000US18121,"Parke County, IN",15279,66,1134,401,1489,393,688,231,957,466,1068,338,329,136,9614,502
05000US18123,"Perry County, IN",17801,27,991,259,1294,296,718,232,448,160,1576,503,436,167,12338,660
05000US18125,"Pike County, IN",11984,30,770,297,696,233,612,210,449,152,492,184,248,123,8717,395
05000US18127,"Porter County, IN",170455,239,7370,1040,8353,1064,5609,1095,4195,713,8283,1267,4847,906,131798,2613
05000US18129,"Posey County, IN",24809,93,1436,490,1008,342,553,219,777,266,1082,291,585,252,19368,576
05000US18131,"Pulaski County, IN",12193,89,614,168,828,235,563,252,575,207,682,231,594,316,8337,446
05000US18133,"Putnam County, IN",32430,210,1344,332,1272,352,944,311,2273,555,1266,343,1256,424,24075,868
05000US18135,"Randolph County, IN",23955,93,1670,419,1924,416,846,291,1329,382,2080,483,840,283,15266,692
05000US18137,"Ripley County, IN",28505,72,1478,428,1255,284,887,411,760,192,1997,426,983,327,21145,864
05000US18139,"Rush County, IN",16419,114,1056,290,1079,355,717,293,988,358,1338,317,380,193,10861,636
05000US18141,"St. Joseph County, IN",260632,396,17728,1453,20285,1736,11010,1464,9710,1363,17291,1686,7825,1302,176783,2820
05000US18143,"Scott County, IN",23529,402,1611,517,1856,569,1449,441,693,281,1494,637,1243,445,15183,916
05000US18145,"Shelby County, IN",44239,121,1748,389,3343,707,1448,356,2049,576,2890,557,842,300,31919,965
05000US18147,"Spencer County, IN",19502,57,691,180,603,162,1001,334,675,196,984,278,614,240,14934,519
05000US18149,"Starke County, IN",23086,102,1259,335,2167,465,1043,344,1169,378,1856,410,819,318,14773,801
05000US18151,"Steuben County, IN",33046,117,1548,571,1364,313,1270,448,1469,439,1878,386,824,311,24693,896
05000US18153,"Sullivan County, IN",18546,115,1358,347,1140,302,1048,488,1313,432,1938,549,501,182,11248,690
05000US18155,"Switzerland County, IN",9780,34,453,166,630,292,813,366,234,124,291,104,369,267,6990,499
05000US18157,"Tippecanoe County, IN",171023,419,18305,1421,14195,1959,6115,1039,8335,1331,13169,1551,6436,1039,104468,2678
05000US18159,"Tipton County, IN",15093,32,757,282,984,377,218,123,488,319,522,239,579,300,11545,591
05000US18161,"Union County, IN",6969,18,197,135,249,149,105,65,280,183,315,111,160,93,5663,311
05000US18163,"Vanderburgh County, IN",173806,225,12209,1340,12758,1302,8060,1393,7100,913,10644,1151,5430,968,117605,2246
05000US18165,"Vermillion County, IN",15150,68,845,262,1167,358,559,274,1108,401,1416,381,303,110,9752,672
05000US18167,"Vigo County, IN",98608,273,11180,1170,8570,1051,5876,1083,4477,663,7516,952,2637,628,58352,1559
05000US18169,"Wabash County, IN",29185,79,1109,259,2027,516,1230,457,1527,399,2237,637,1060,422,19995,1058
05000US18171,"Warren County, IN",8338,32,523,204,538,216,139,56,384,166,429,155,200,94,6125,327
05000US18173,"Warrick County, IN",63576,158,1733,478,2320,562,1042,319,1353,429,2876,729,1336,373,52916,1210
05000US18175,"Washington County, IN",27667,132,1238,274,2486,698,1462,461,1827,510,1721,491,1127,354,17806,843
05000US18177,"Wayne County, IN",63987,232,5944,1045,4851,809,3006,576,3571,724,4462,805,1973,716,40180,1516
05000US18179,"Wells County, IN",27657,95,1019,351,977,291,955,325,1350,414,1923,512,1626,591,19807,826
05000US18181,"White County, IN",24318,100,1084,309,1338,329,755,212,1334,335,2300,519,875,459,16632,752
05000US18183,"Whitley County, IN",33928,176,1593,425,2034,569,616,236,1348,399,1437,367,761,241,26139,800
05000US19001,"Adair County, IA",7287,28,274,103,479,129,346,167,492,171,390,111,209,136,5097,271
05000US19003,"Adams County, IA",3561,35,179,80,160,48,157,58,133,78,309,110,131,57,2492,155
05000US19005,"Allamakee County, IA",13744,54,592,198,1065,246,496,196,563,238,1349,339,271,127,9408,408
05000US19007,"Appanoose County, IA",12083,18,1451,411,1017,327,977,291,406,153,904,289,629,235,6699,537
05000US19009,"Audubon County, IA",5485,25,310,142,339,136,285,113,213,91,349,91,219,112,3770,254
05000US19011,"Benton County, IA",25116,158,959,206,1020,258,687,177,507,258,1249,356,544,181,20150,600
05000US19013,"Black Hawk County, IA",125807,245,9004,1075,9501,1055,5379,701,4655,758,9540,1251,3995,691,83733,1745
05000US19015,"Boone County, IA",26170,81,838,248,919,250,660,238,902,254,980,338,703,262,21168,552
05000US19017,"Bremer County, IA",23614,36,943,279,824,215,646,227,807,254,893,206,392,158,19109,447
05000US19019,"Buchanan County, IA",20469,38,562,179,877,207,570,197,593,215,1888,558,551,278,15428,573
05000US19021,"Buena Vista County, IA",19716,40,544,222,1080,366,1484,667,1349,428,1848,493,316,133,13095,763
05000US19023,"Butler County, IA",14039,29,521,168,979,214,445,135,659,220,478,122,497,151,10460,408
05000US19025,"Calhoun County, IA",9184,30,365,100,426,90,484,164,402,97,970,195,256,103,6281,293
05000US19027,"Carroll County, IA",20295,36,480,143,1213,306,1043,364,864,304,1325,396,695,343,14675,690
05000US19029,"Cass County, IA",12861,38,1023,244,1220,388,568,235,414,210,870,269,312,157,8454,488
05000US19031,"Cedar County, IA",18056,67,613,174,695,156,835,334,467,171,1182,362,335,165,13929,562
05000US19033,"Cerro Gordo County, IA",41878,83,1503,306,2415,467,1704,400,2149,545,2805,585,1572,497,29730,1011
05000US19035,"Cherokee County, IA",11274,31,631,300,1086,298,447,203,477,196,507,202,303,150,7823,412
05000US19037,"Chickasaw County, IA",11657,87,352,134,475,132,468,325,479,197,954,300,468,194,8461,423
05000US19039,"Clarke County, IA",9479,65,858,484,446,211,191,104,1199,603,529,271,347,260,5909,584
05000US19041,"Clay County, IA",16133,42,453,141,1395,327,468,196,708,233,859,274,336,128,11914,479
05000US19043,"Clayton County, IA",16833,33,688,188,1606,391,459,122,1084,253,1006,208,437,151,11553,510
05000US19045,"Clinton County, IA",45382,227,2307,544,3655,647,2236,742,1873,408,2202,468,1244,341,31865,950
05000US19047,"Crawford County, IA",16095,27,1413,347,1222,524,499,182,1088,489,807,277,450,184,10616,822
05000US19049,"Dallas County, IA",103581,46,2499,632,3539,738,1772,537,2547,653,3988,886,1663,522,87573,1520
05000US19051,"Davis County, IA",9006,19,257,136,390,181,346,160,347,175,823,427,552,238,6291,473
05000US19053,"Decatur County, IA",7015,53,557,161,510,144,444,174,315,124,439,136,192,86,4558,261
05000US19055,"Delaware County, IA",17373,7,572,222,796,218,955,460,714,228,692,197,373,177,13271,564
05000US19057,"Des Moines County, IA",37872,122,2647,627,2707,600,1366,429,844,242,2872,543,1317,404,26119,1040
05000US19059,"Dickinson County, IA",17596,29,241,96,862,255,600,174,779,227,607,155,393,175,14114,407
05000US19061,"Dubuque County, IA",95406,119,4710,847,4272,600,3319,794,3555,623,3928,832,2055,606,73567,1448
05000US19063,"Emmet County, IA",8708,27,286,122,618,212,309,121,450,229,503,165,341,163,6201,452
05000US19065,"Fayette County, IA",18717,40,1093,273,1240,276,968,259,795,207,1552,391,715,224,12354,493
05000US19067,"Floyd County, IA",15298,8,771,239,971,268,604,222,627,261,1249,400,698,364,10378,513
05000US19069,"Franklin County, IA",9832,16,713,285,768,243,397,194,528,255,564,217,380,148,6482,354
05000US19071,"Fremont County, IA",6443,25,187,68,302,94,290,108,271,88,369,106,221,88,4803,200
05000US19073,"Greene County, IA",8590,30,427,176,470,135,390,132,357,112,533,184,332,171,6081,376
05000US19075,"Grundy County, IA",12198,19,299,105,487,138,228,75,268,77,614,179,335,102,9967,303
05000US19077,"Guthrie County, IA",10517,24,294,133,688,175,268,75,307,92,754,174,301,107,7905,284
05000US19079,"Hamilton County, IA",14657,59,565,184,606,205,563,242,393,164,1244,334,630,256,10656,484
05000US19081,"Hancock County, IA",10478,61,476,167,796,214,187,115,313,125,642,181,219,107,7845,317
05000US19083,"Hardin County, IA",16031,31,628,177,753,148,1059,283,872,222,647,152,534,160,11538,449
05000US19085,"Harrison County, IA",14380,19,445,118,634,168,634,175,600,191,931,272,322,140,10814,401
05000US19087,"Henry County, IA",18602,111,1018,257,1230,311,535,150,961,327,1177,280,607,262,13074,587
05000US19089,"Howard County, IA",9260,27,409,144,369,114,509,221,358,154,623,238,349,146,6643,376
05000US19091,"Humboldt County, IA",9455,26,710,214,584,180,486,135,479,177,454,169,329,147,6413,327
05000US19093,"Ida County, IA",6771,30,242,90,459,124,265,83,349,111,434,148,214,128,4808,237
05000US19095,"Iowa County, IA",16298,37,658,206,844,296,583,235,395,196,795,211,603,232,12420,471
05000US19097,"Jackson County, IA",19182,52,986,289,991,202,976,318,519,196,812,212,766,338,14132,562
05000US19099,"Jasper County, IA",36053,157,1646,343,1296,283,1185,310,1929,447,3099,702,955,288,25943,906
05000US19101,"Jefferson County, IA",14711,39,1174,431,967,346,948,348,1018,333,1112,433,430,174,9062,703
05000US19103,"Johnson County, IA",146977,277,14521,1171,10087,1109,4745,847,6243,979,5695,706,2414,450,103272,1646
05000US19105,"Jones County, IA",19537,150,806,233,1232,374,771,302,500,279,1251,334,767,263,14210,636
05000US19107,"Keokuk County, IA",9815,34,455,165,720,169,656,198,428,125,544,169,360,154,6652,372
05000US19109,"Kossuth County, IA",14332,37,404,111,979,250,620,198,649,215,739,200,509,179,10432,402
05000US19111,"Lee County, IA",31831,120,1973,446,2178,435,1096,290,1981,482,2518,548,775,256,21310,658
05000US19113,"Linn County, IA",224252,332,9234,1246,12872,1597,8428,1255,7751,1135,11716,1501,5359,1025,168892,2419
05000US19115,"Louisa County, IA",10559,30,380,125,662,219,213,80,345,141,646,190,416,196,7897,346
05000US19117,"Lucas County, IA",8586,34,553,217,862,247,413,165,278,138,479,158,362,157,5639,364
05000US19119,"Lyon County, IA",11906,29,230,76,404,157,348,134,606,257,718,218,744,366,8856,446
05000US19121,"Madison County, IA",16564,40,498,176,629,285,149,92,318,143,1138,397,571,280,13261,465
05000US19123,"Mahaska County, IA",21323,97,983,245,1544,372,748,226,1239,407,1470,411,651,227,14688,747
05000US19125,"Marion County, IA",31814,153,1135,287,1113,271,834,235,800,205,1746,512,814,273,25372,673
05000US19127,"Marshall County, IA",38631,111,1583,417,2692,730,1651,464,1281,378,2889,690,1691,617,26844,954
05000US19129,"Mills County, IA",14396,14,302,127,687,194,291,119,537,241,815,267,99,42,11665,359
05000US19131,"Mitchell County, IA",10344,7,222,64,491,171,649,240,436,217,787,264,598,243,7161,421
05000US19133,"Monona County, IA",8404,41,443,109,500,166,204,73,591,211,691,226,183,63,5792,342
05000US19135,"Monroe County, IA",7373,57,179,111,497,198,168,168,213,127,487,197,475,273,5354,422
05000US19137,"Montgomery County, IA",10042,50,501,262,700,230,622,312,283,101,466,157,328,253,7142,529
05000US19139,"Muscatine County, IA",42001,70,2516,451,2342,544,1196,556,2346,563,2177,443,1435,471,29989,1175
05000US19141,"O'Brien County, IA",13827,6,688,206,1222,373,301,115,903,279,1069,314,163,77,9481,537
05000US19143,"Osceola County, IA",6006,33,477,155,504,188,95,44,240,95,222,86,119,76,4349,244
05000US19145,"Page County, IA",14054,167,768,210,1119,256,726,255,916,315,1107,293,656,240,8762,523
05000US19147,"Palo Alto County, IA",8551,48,427,212,575,166,291,103,232,80,538,164,138,46,6350,286
05000US19149,"Plymouth County, IA",25317,55,480,126,1232,356,733,252,502,165,1282,416,486,239,20602,589
05000US19151,"Pocahontas County, IA",6888,20,221,54,378,138,282,110,391,114,538,151,150,76,4928,250
05000US19153,"Polk County, IA",488661,386,21295,1684,27870,2567,17771,1946,16400,1719,26703,2281,11062,1791,367560,4213
05000US19155,"Pottawattamie County, IA",90696,127,4271,586,5614,921,3602,840,4721,730,5576,836,2031,445,64881,1467
05000US19157,"Poweshiek County, IA",16978,43,790,240,1096,247,838,321,711,257,990,352,291,174,12262,625
05000US19159,"Ringgold County, IA",4473,16,155,85,248,109,191,71,72,36,219,86,312,183,3276,211
05000US19161,"Sac County, IA",9566,23,280,113,477,122,320,105,506,149,731,188,373,133,6879,260
05000US19163,"Scott County, IA",170336,512,9470,1070,10367,1348,5347,878,6872,892,8136,964,3578,776,126566,1897
05000US19165,"Shelby County, IA",11531,24,275,92,709,212,473,169,412,174,1223,362,259,135,8180,487
05000US19167,"Sioux County, IA",33755,86,1127,399,1045,304,692,265,1466,477,2516,653,723,251,26186,991
05000US19169,"Story County, IA",86298,187,8853,894,7193,778,2239,445,2766,462,3546,703,2424,538,59277,1161
05000US19171,"Tama County, IA",16572,43,1099,241,1445,315,619,182,744,236,817,177,301,144,11547,465
05000US19173,"Taylor County, IA",5794,18,236,97,364,96,153,59,273,103,360,105,258,75,4150,168
05000US19175,"Union County, IA",11743,51,771,325,709,234,388,155,615,221,960,226,470,180,7830,501
05000US19177,"Van Buren County, IA",7151,29,358,159,516,189,431,139,496,182,618,181,189,80,4543,274
05000US19179,"Wapello County, IA",34359,124,2307,622,3436,864,1560,583,1618,421,2194,512,960,240,22284,1254
05000US19181,"Warren County, IA",51715,157,1406,401,1361,304,884,301,1398,368,2602,610,1151,342,42913,854
05000US19183,"Washington County, IA",22122,71,855,261,1021,224,835,268,1176,297,1831,423,864,324,15540,540
05000US19185,"Wayne County, IA",6399,32,287,92,674,203,227,76,93,45,594,183,439,229,4085,299
05000US19187,"Webster County, IA",34068,178,2102,381,1892,397,1016,258,1778,367,1609,342,1514,344,24157,917
05000US19189,"Winnebago County, IA",10050,22,564,183,424,153,565,243,253,98,689,260,484,269,7071,377
05000US19191,"Winneshiek County, IA",18073,32,762,260,664,192,364,147,509,155,1075,320,351,175,14348,527
05000US19193,"Woodbury County, IA",103024,215,6045,799,7694,1142,4646,1062,4176,867,7621,1107,3784,785,69058,1709
05000US19195,"Worth County, IA",7279,22,192,104,340,133,338,154,303,122,266,74,162,82,5678,235
05000US19197,"Wright County, IA",12657,6,749,318,1118,325,562,200,889,293,1096,372,379,136,7864,502
05000US20001,"Allen County, KS",12035,25,760,214,818,244,338,171,796,238,877,354,635,235,7811,513
05000US20003,"Anderson County, KS",7704,24,384,271,456,195,535,269,308,221,481,258,508,285,5032,428
05000US20005,"Atchison County, KS",14644,54,1135,319,736,229,477,244,670,283,1460,383,488,197,9678,540
05000US20007,"Barber County, KS",4058,182,344,114,372,209,59,41,236,77,281,154,75,50,2691,212
05000US20009,"Barton County, KS",24698,115,1601,447,2039,444,1013,317,1587,463,2401,546,589,234,15468,806
05000US20011,"Bourbon County, KS",14002,28,578,222,1071,386,1150,449,874,376,1223,337,318,137,8788,652
05000US20013,"Brown County, KS",9170,87,612,134,691,125,391,123,386,99,822,224,249,97,6019,311
05000US20015,"Butler County, KS",64697,134,2937,771,2908,547,1548,404,3066,828,2841,480,2317,683,49080,1221
05000US20017,"Chase County, KS",2458,8,90,56,168,78,131,54,325,143,178,69,19,15,1547,148
05000US20019,"Chautauqua County, KS",3320,3,151,60,409,119,166,104,260,92,325,97,191,98,1818,169
05000US20021,"Cherokee County, KS",18963,53,1031,237,1445,370,994,411,1606,560,1642,411,535,208,11710,723
05000US20023,"Cheyenne County, KS",2590,2,205,106,246,102,131,77,154,67,270,95,108,62,1476,145
05000US20025,"Clark County, KS",1884,186,79,52,99,41,67,38,99,39,96,48,51,54,1393,169
05000US20027,"Clay County, KS",7876,22,233,112,785,275,350,127,338,166,646,280,266,130,5258,319
05000US20029,"Cloud County, KS",8497,79,440,141,423,159,563,210,528,194,848,332,314,162,5381,452
05000US20031,"Coffey County, KS",8183,24,323,117,459,139,324,101,409,183,637,215,338,141,5693,340
05000US20033,"Comanche County, KS",1619,169,42,20,139,59,39,23,89,44,126,65,84,48,1100,132
05000US20035,"Cowley County, KS",32150,162,2169,390,2286,485,1712,462,1256,282,3110,745,1174,388,20443,967
05000US20037,"Crawford County, KS",37152,115,3394,474,4333,752,2357,513,1986,472,3038,665,1103,333,20941,899
05000US20039,"Decatur County, KS",2662,30,166,87,179,97,62,44,63,43,349,120,67,41,1776,176
05000US20041,"Dickinson County, KS",18043,66,747,221,845,252,474,155,656,242,1072,330,382,151,13867,597
05000US20043,"Doniphan County, KS",6755,95,252,90,410,120,209,115,185,69,385,122,181,74,5133,218
05000US20045,"Douglas County, KS",111114,188,10414,1001,6480,824,3634,677,4803,803,7548,1308,1865,498,76370,1892
05000US20047,"Edwards County, KS",2758,8,157,71,296,96,71,56,122,60,264,83,111,69,1737,137
05000US20049,"Elk County, KS",2452,6,237,91,173,64,57,29,261,81,187,76,42,27,1495,119
05000US20051,"Ellis County, KS",27478,31,2182,442,2691,499,1220,397,965,279,1456,388,643,274,18321,840
05000US20053,"Ellsworth County, KS",5360,22,197,70,256,90,126,63,200,86,461,137,251,98,3869,198
05000US20055,"Finney County, KS",37216,155,2216,602,2135,670,1786,698,1647,585,1949,530,956,400,26527,1172
05000US20057,"Ford County, KS",33177,239,2011,613,2758,720,1474,539,2225,604,2368,784,1509,847,20832,1235
05000US20059,"Franklin County, KS",25339,58,1044,319,1400,297,705,250,1606,548,1532,415,1123,380,17929,843
05000US20061,"Geary County, KS",34821,181,3443,720,3266,715,1686,602,2250,626,2959,792,663,395,20554,1284
05000US20063,"Gove County, KS",2743,156,63,27,49,25,45,28,250,94,373,130,91,41,1872,166
05000US20065,"Graham County, KS",2371,6,51,28,216,83,79,54,215,91,123,50,51,31,1636,117
05000US20067,"Grant County, KS",7194,42,208,179,182,144,206,262,71,84,699,412,815,595,5013,800
05000US20069,"Gray County, KS",5514,68,85,95,298,169,224,136,246,129,487,177,174,77,4000,250
05000US20071,"Greeley County, KS",1270,124,41,34,86,52,1,3,47,40,18,21,188,122,889,106
05000US20073,"Greenwood County, KS",5872,15,278,109,595,172,214,73,300,126,449,134,186,81,3850,241
05000US20075,"Hamilton County, KS",2475,16,38,39,54,41,62,52,166,139,139,171,78,92,1938,242
05000US20077,"Harper County, KS",5315,28,409,126,403,130,343,140,507,235,266,105,177,89,3210,242
05000US20079,"Harvey County, KS",32564,61,1170,341,1422,460,1120,379,1926,580,2483,599,1248,458,23195,958
05000US20081,"Haskell County, KS",3598,60,90,48,297,127,135,92,197,113,136,81,105,64,2638,171
05000US20083,"Hodgeman County, KS",1638,168,41,23,58,30,42,29,44,29,130,52,148,105,1175,161
05000US20085,"Jackson County, KS",13092,18,282,144,908,296,491,137,445,140,905,230,272,115,9789,402
05000US20087,"Jefferson County, KS",18160,24,536,232,611,192,341,111,438,126,1316,407,730,226,14188,558
05000US20089,"Jewell County, KS",2879,20,133,57,236,93,221,92,241,123,165,56,127,60,1756,143
